"id","rented_at","rental_station_id","returned_at","return_station_id","duration_min","distance_m","birth_year","gender","bike_type"
6679,"2025-12-14 00:03:07",3569,"2025-12-14 00:07:43",505,4,909.76,1998,,일반자전거
6680,"2025-12-14 00:00:26",3569,"2025-12-14 00:08:02",505,7,926.56,1999,F,일반자전거
6681,"2025-12-14 00:07:45",3569,"2025-12-14 00:19:09",555,11,1750.0,2000,M,일반자전거
6682,"2025-12-14 00:07:10",3569,"2025-12-14 00:25:30",543,18,2013.1,,M,일반자전거
6683,"2025-12-14 00:33:53",590,"2025-12-14 00:42:26",592,8,998.78,2001,M,일반자전거
6684,"2025-12-14 01:19:11",505,"2025-12-14 01:22:58",3569,3,833.08,1994,M,일반자전거
6685,"2025-12-14 01:21:03",577,"2025-12-14 01:35:10",3569,14,3476.63,1999,M,일반자전거
6686,"2025-12-14 01:22:09",590,"2025-12-14 01:38:10",574,16,2524.92,,,일반자전거
6687,"2025-12-14 01:37:10",512,"2025-12-14 01:56:25",3860,19,3270.61,,,일반자전거
6688,"2025-12-14 01:53:19",3890,"2025-12-14 02:03:38",3569,10,810.0,2000,M,일반자전거
6689,"2025-12-14 02:04:15",3569,"2025-12-14 02:09:37",3881,5,1080.28,2004,M,일반자전거
6690,"2025-12-14 02:03:12",3569,"2025-12-14 02:09:47",3865,6,847.49,,F,일반자전거
6691,"2025-12-14 02:01:00",590,"2025-12-14 02:10:29",3570,9,1465.25,2003,F,일반자전거
6692,"2025-12-14 01:42:46",3569,"2025-12-14 02:12:58",602,30,4821.35,,M,일반자전거
6693,"2025-12-14 01:44:10",3569,"2025-12-14 02:13:04",602,28,4707.2,1985,F,일반자전거
6694,"2025-12-14 02:04:51",3860,"2025-12-14 02:16:27",3542,11,1232.0,2000,,일반자전거
6695,"2025-12-14 02:08:11",592,"2025-12-14 02:17:34",3571,9,1111.88,1999,,일반자전거
6696,"2025-12-14 02:12:52",3569,"2025-12-14 02:29:51",3886,16,1810.0,,,일반자전거
6697,"2025-12-14 02:26:32",500,"2025-12-14 02:31:18",591,4,640.0,2000,M,일반자전거
6698,"2025-12-14 02:13:27",4373,"2025-12-14 02:36:18",3860,22,3228.75,,,일반자전거
6699,"2025-12-14 02:33:09",3569,"2025-12-14 02:38:03",505,4,842.79,1970,M,일반자전거
6700,"2025-12-14 02:36:38",574,"2025-12-14 02:49:54",590,13,2582.76,,,일반자전거
6701,"2025-12-14 02:50:59",500,"2025-12-14 02:53:49",592,2,664.69,2000,M,일반자전거
6702,"2025-12-14 02:25:47",3569,"2025-12-14 02:57:42",539,31,3823.56,2001,M,일반자전거
6703,"2025-12-14 02:52:56",589,"2025-12-14 03:16:15",3860,23,2766.4,2005,M,일반자전거
6704,"2025-12-14 03:40:28",590,"2025-12-14 03:48:03",500,7,944.8,,,일반자전거
6705,"2025-12-14 03:41:05",590,"2025-12-14 03:48:17",500,7,780.0,,,일반자전거
6706,"2025-12-14 04:14:59",3900,"2025-12-14 04:18:52",500,3,833.59,2002,F,일반자전거
6707,"2025-12-14 04:05:43",3894,"2025-12-14 04:25:36",3860,20,2005.22,2000,,일반자전거
6708,"2025-12-14 04:22:29",3569,"2025-12-14 04:27:01",505,4,880.0,2004,F,일반자전거
6709,"2025-12-14 04:30:31",3881,"2025-12-14 04:40:02",3569,9,935.66,,,일반자전거
6710,"2025-12-14 04:27:28",3569,"2025-12-14 04:54:39",4886,27,5841.9,1995,,일반자전거
6711,"2025-12-14 06:15:37",539,"2025-12-14 06:27:29",3860,11,1865.41,1993,,일반자전거
6712,"2025-12-14 06:26:00",3566,"2025-12-14 06:30:29",3569,4,364.3,1997,,일반자전거
6713,"2025-12-14 06:28:01",3900,"2025-12-14 06:31:12",591,3,406.41,2000,M,일반자전거
6714,"2025-12-14 06:52:30",3860,"2025-12-14 07:24:31",3860,32,3008.71,,,일반자전거
6715,"2025-12-14 07:34:15",3534,"2025-12-14 07:43:20",590,9,663.24,1996,M,일반자전거
6716,"2025-12-14 07:56:59",505,"2025-12-14 08:02:30",3569,5,999.72,,,일반자전거
6717,"2025-12-14 08:19:54",592,"2025-12-14 08:36:34",500,16,1282.44,,,일반자전거
6718,"2025-12-14 08:41:54",3569,"2025-12-14 08:47:55",3575,6,999.72,1999,,일반자전거
6719,"2025-12-14 03:43:50",3569,"2025-12-14 08:48:39",5155,304,2496.57,,,일반자전거
6720,"2025-12-14 09:04:47",3881,"2025-12-14 09:10:50",3569,6,794.85,1991,,일반자전거
6721,"2025-12-14 09:19:18",3864,"2025-12-14 09:24:55",591,5,747.64,,,일반자전거
6722,"2025-12-14 09:22:44",577,"2025-12-14 09:45:12",592,22,3357.76,1976,,일반자전거
6723,"2025-12-14 09:45:36",500,"2025-12-14 09:50:37",590,5,979.22,1995,M,일반자전거
6724,"2025-12-14 09:39:49",3542,"2025-12-14 09:51:17",3569,11,2204.67,1999,M,일반자전거
6725,"2025-12-14 07:39:33",592,"2025-12-14 09:59:13",592,139,2362.51,1996,,일반자전거
6726,"2025-12-14 10:08:01",500,"2025-12-14 10:13:03",590,5,900.37,2001,F,일반자전거
6727,"2025-12-14 10:29:43",505,"2025-12-14 10:34:29",590,4,900.0,2002,M,일반자전거
6728,"2025-12-14 09:48:36",592,"2025-12-14 10:38:00",505,49,1292.69,1976,,일반자전거
6729,"2025-12-14 10:28:00",592,"2025-12-14 10:39:45",508,11,1772.3,1996,M,일반자전거
6730,"2025-12-14 10:35:42",3865,"2025-12-14 10:40:02",3569,4,111.2,1998,,일반자전거
6731,"2025-12-14 10:42:10",3504,"2025-12-14 10:44:32",3569,2,375.11,1997,,일반자전거
6732,"2025-12-14 10:22:13",591,"2025-12-14 10:48:46",591,26,1830.0,2005,F,일반자전거
6733,"2025-12-14 10:37:38",3542,"2025-12-14 10:50:57",3569,13,1645.78,1971,M,일반자전거
6734,"2025-12-14 10:54:52",3504,"2025-12-14 10:57:29",3569,2,375.71,,,일반자전거
6735,"2025-12-14 11:02:41",3890,"2025-12-14 11:09:03",3569,6,1126.6,1996,M,일반자전거
6736,"2025-12-14 11:09:33",3504,"2025-12-14 11:12:37",3569,3,438.55,2002,M,일반자전거
6737,"2025-12-14 11:06:48",593,"2025-12-14 11:22:54",3860,16,2384.95,1974,M,일반자전거
6738,"2025-12-14 11:06:40",3569,"2025-12-14 11:24:45",3542,18,2284.73,1971,M,일반자전거
6739,"2025-12-14 11:26:10",3504,"2025-12-14 11:29:56",3569,3,403.86,1999,F,일반자전거
6740,"2025-12-14 11:26:01",3501,"2025-12-14 11:31:16",3569,5,931.11,1993,M,일반자전거
6741,"2025-12-14 11:28:13",3569,"2025-12-14 11:34:17",3890,6,750.22,1979,,일반자전거
6742,"2025-12-14 11:26:34",3586,"2025-12-14 11:38:38",592,12,1079.01,2005,M,일반자전거
6743,"2025-12-14 11:20:14",3518,"2025-12-14 11:41:03",592,20,1874.14,2003,F,일반자전거
6744,"2025-12-14 11:35:32",3569,"2025-12-14 11:47:09",3569,11,0.0,,,일반자전거
6745,"2025-12-14 11:43:46",590,"2025-12-14 11:49:14",505,5,845.92,,,일반자전거
6746,"2025-12-14 11:45:58",3881,"2025-12-14 11:56:23",3569,10,239.23,1975,M,일반자전거
6747,"2025-12-14 11:50:40",3881,"2025-12-14 11:57:45",590,7,923.2,2004,M,일반자전거
6748,"2025-12-14 12:06:37",591,"2025-12-14 12:10:51",500,4,141.9,1995,M,일반자전거
6749,"2025-12-14 11:53:34",590,"2025-12-14 12:11:39",584,18,1411.11,2000,F,일반자전거
6750,"2025-12-14 10:37:56",3569,"2025-12-14 12:13:28",3569,95,2524.36,,,일반자전거
6751,"2025-12-14 11:49:51",591,"2025-12-14 12:13:42",3534,23,1330.0,2000,M,일반자전거
6752,"2025-12-14 12:10:22",3868,"2025-12-14 12:23:43",590,13,1246.05,1998,,일반자전거
6753,"2025-12-14 12:20:55",3569,"2025-12-14 12:24:37",592,3,602.07,1999,M,일반자전거
6754,"2025-12-14 12:16:29",3536,"2025-12-14 12:27:26",3569,10,1232.33,,,일반자전거
6755,"2025-12-14 12:17:04",3860,"2025-12-14 12:35:27",3900,18,1945.51,1990,M,일반자전거
6756,"2025-12-14 12:30:03",590,"2025-12-14 12:36:07",3579,6,1090.67,2001,F,일반자전거
6757,"2025-12-14 12:32:13",3569,"2025-12-14 12:37:27",3523,5,769.61,2001,F,일반자전거
6758,"2025-12-14 12:30:26",505,"2025-12-14 12:38:59",590,8,992.02,,,일반자전거
6759,"2025-12-14 12:35:49",591,"2025-12-14 12:44:59",591,9,0.0,2003,M,일반자전거
6760,"2025-12-14 12:39:36",3573,"2025-12-14 12:46:58",3569,7,1392.63,,,일반자전거
6761,"2025-12-14 12:48:16",500,"2025-12-14 12:53:08",3523,4,840.0,2002,M,일반자전거
6762,"2025-12-14 12:47:33",3575,"2025-12-14 12:54:04",3569,6,1055.76,1996,F,일반자전거
6763,"2025-12-14 12:51:42",590,"2025-12-14 12:58:27",590,6,0.0,2000,,일반자전거
6764,"2025-12-14 12:54:36",3575,"2025-12-14 12:59:25",590,4,923.45,2002,M,일반자전거
6765,"2025-12-14 12:55:03",5155,"2025-12-14 13:01:02",590,5,1212.37,,M,일반자전거
6766,"2025-12-14 12:53:32",3899,"2025-12-14 13:02:50",591,9,1886.36,2002,M,일반자전거
6767,"2025-12-14 13:10:19",500,"2025-12-14 13:14:36",3523,4,785.09,2002,M,일반자전거
6768,"2025-12-14 13:17:04",3899,"2025-12-14 13:27:56",590,10,1951.26,1976,M,일반자전거
6769,"2025-12-14 12:25:51",3900,"2025-12-14 13:28:55",3900,63,3541.56,2005,M,일반자전거
6770,"2025-12-14 13:25:41",3571,"2025-12-14 13:33:03",590,7,1505.94,1994,F,일반자전거
6771,"2025-12-14 13:27:40",3575,"2025-12-14 13:33:43",3569,6,968.4,,,일반자전거
6772,"2025-12-14 13:30:50",591,"2025-12-14 13:34:25",500,3,483.58,,M,일반자전거
6773,"2025-12-14 13:30:18",3533,"2025-12-14 13:38:49",591,8,1126.53,,,일반자전거
6774,"2025-12-14 13:29:51",3542,"2025-12-14 13:40:12",3569,10,2230.0,1998,F,일반자전거
6775,"2025-12-14 13:38:03",3860,"2025-12-14 13:41:36",3864,3,649.28,1971,M,일반자전거
6776,"2025-12-14 13:37:02",3569,"2025-12-14 13:47:31",4377,10,1154.41,2003,F,일반자전거
6777,"2025-12-14 13:25:55",591,"2025-12-14 13:49:29",591,23,2051.04,,,일반자전거
6778,"2025-12-14 13:46:06",3569,"2025-12-14 13:49:46",592,3,517.01,,M,일반자전거
6779,"2025-12-14 13:19:39",3582,"2025-12-14 13:55:57",3523,36,1283.51,2003,F,일반자전거
6780,"2025-12-14 13:42:56",577,"2025-12-14 14:00:17",590,17,3676.21,1999,,일반자전거
6781,"2025-12-14 13:35:50",3582,"2025-12-14 14:00:55",3569,25,2495.07,1999,,일반자전거
6782,"2025-12-14 13:55:23",3569,"2025-12-14 14:02:22",3573,6,1680.8,,,일반자전거
6783,"2025-12-14 13:50:28",508,"2025-12-14 14:03:33",592,13,1933.62,,,일반자전거
6784,"2025-12-14 14:05:42",573,"2025-12-14 14:09:25",3860,3,864.32,1999,M,일반자전거
6785,"2025-12-14 13:41:40",501,"2025-12-14 14:10:03",3569,28,1452.22,,M,일반자전거
6786,"2025-12-14 13:16:26",3860,"2025-12-14 14:10:47",3900,54,745.43,,,일반자전거
6787,"2025-12-14 14:06:51",3569,"2025-12-14 14:10:50",3900,3,505.25,,,일반자전거
6788,"2025-12-14 14:20:22",3569,"2025-12-14 14:25:26",505,5,999.71,1996,M,일반자전거
6789,"2025-12-14 14:12:33",5151,"2025-12-14 14:35:15",3569,22,2352.58,1990,,일반자전거
6790,"2025-12-14 14:33:01",592,"2025-12-14 14:36:28",3569,3,526.72,1999,M,일반자전거
6791,"2025-12-14 14:30:51",500,"2025-12-14 14:36:40",3900,5,914.02,,,일반자전거
6792,"2025-12-14 14:18:27",3569,"2025-12-14 14:38:02",3890,19,2883.26,1994,,일반자전거
6793,"2025-12-14 14:30:00",573,"2025-12-14 14:41:49",590,11,1919.99,2003,F,일반자전거
6794,"2025-12-14 13:46:13",3569,"2025-12-14 14:42:42",592,56,2446.36,,,일반자전거
6795,"2025-12-14 14:30:33",3864,"2025-12-14 14:43:09",3569,12,1488.72,,,일반자전거
6796,"2025-12-14 14:37:55",590,"2025-12-14 14:43:15",500,5,800.74,2005,F,일반자전거
6797,"2025-12-14 14:39:50",3569,"2025-12-14 14:44:53",3504,5,384.82,1995,M,일반자전거
6798,"2025-12-14 13:45:34",3569,"2025-12-14 14:44:56",592,59,527.17,,,일반자전거
6799,"2025-12-14 14:37:54",3864,"2025-12-14 14:45:27",3569,7,1490.0,1989,M,일반자전거
6800,"2025-12-14 14:23:34",592,"2025-12-14 14:47:12",592,23,1637.59,1996,,일반자전거
6801,"2025-12-14 14:36:00",3868,"2025-12-14 14:48:44",590,12,1513.1,2003,M,일반자전거
6802,"2025-12-14 14:24:48",590,"2025-12-14 14:50:44",643,25,3692.76,1966,M,일반자전거
6803,"2025-12-14 14:43:03",3882,"2025-12-14 14:55:10",592,12,1982.3,1979,M,일반자전거
6804,"2025-12-14 14:51:59",3575,"2025-12-14 14:57:23",592,5,735.51,2001,M,일반자전거
6805,"2025-12-14 14:28:11",591,"2025-12-14 15:01:19",591,33,2007.33,2004,M,일반자전거
6806,"2025-12-14 14:57:10",3575,"2025-12-14 15:03:05",3569,5,967.59,1996,,일반자전거
6807,"2025-12-14 14:49:33",3533,"2025-12-14 15:08:21",3900,18,1120.5,1999,M,일반자전거
6808,"2025-12-14 15:06:05",500,"2025-12-14 15:09:36",591,3,483.58,2005,F,일반자전거
6809,"2025-12-14 14:47:00",592,"2025-12-14 15:13:00",3569,26,1406.6,,,일반자전거
6810,"2025-12-14 14:48:45",592,"2025-12-14 15:13:14",3569,24,1550.54,,,일반자전거
6811,"2025-12-14 15:16:23",3860,"2025-12-14 15:20:14",3573,3,603.52,,,일반자전거
6812,"2025-12-14 15:16:13",3860,"2025-12-14 15:20:27",3573,4,620.36,1972,M,일반자전거
6813,"2025-12-14 15:13:23",5155,"2025-12-14 15:21:07",3569,7,1110.96,1998,,일반자전거
6814,"2025-12-14 14:58:57",1444,"2025-12-14 15:24:32",3569,25,4630.0,2001,M,일반자전거
6815,"2025-12-14 15:14:47",591,"2025-12-14 15:28:02",591,13,867.96,2004,F,일반자전거
6816,"2025-12-14 15:16:49",502,"2025-12-14 15:29:44",3860,12,1793.87,2000,,일반자전거
6817,"2025-12-14 13:39:10",3894,"2025-12-14 15:32:48",3569,114,2406.44,1970,F,일반자전거
6818,"2025-12-14 15:32:59",3860,"2025-12-14 15:42:13",3529,9,1011.51,1999,M,일반자전거
6819,"2025-12-14 15:39:01",505,"2025-12-14 15:42:50",3569,3,838.39,,,일반자전거
6820,"2025-12-14 15:36:38",549,"2025-12-14 15:52:07",3569,15,2457.76,,,일반자전거
6821,"2025-12-14 15:45:17",3542,"2025-12-14 15:58:54",3569,13,1937.01,,,일반자전거
6822,"2025-12-14 16:06:15",3881,"2025-12-14 16:12:37",590,6,960.0,,F,일반자전거
6823,"2025-12-14 16:09:57",591,"2025-12-14 16:13:56",3900,3,438.54,2000,M,일반자전거
6824,"2025-12-14 16:17:30",3860,"2025-12-14 16:21:58",3579,4,744.2,2002,M,일반자전거
6825,"2025-12-14 15:33:25",3569,"2025-12-14 16:26:53",3534,53,602.07,1970,F,일반자전거
6826,"2025-12-14 16:19:40",563,"2025-12-14 16:31:02",592,11,1707.46,2002,M,일반자전거
6827,"2025-12-14 16:34:18",590,"2025-12-14 16:44:15",3868,9,647.1,2002,M,일반자전거
6828,"2025-12-14 16:35:37",3542,"2025-12-14 16:44:32",3569,8,2253.3,2005,M,일반자전거
6829,"2025-12-14 16:36:12",573,"2025-12-14 16:45:01",3569,8,1332.88,2001,M,일반자전거
6830,"2025-12-14 16:43:33",3569,"2025-12-14 16:49:01",505,5,900.0,,,일반자전거
6831,"2025-12-14 16:40:34",3569,"2025-12-14 16:50:38",3536,10,1218.45,1996,M,일반자전거
6832,"2025-12-14 16:42:36",590,"2025-12-14 16:55:19",3899,12,2298.44,,,일반자전거
6833,"2025-12-14 16:51:10",592,"2025-12-14 16:57:31",3501,6,1217.33,1997,,일반자전거
6834,"2025-12-14 16:58:25",592,"2025-12-14 17:01:56",3504,3,141.91,2000,M,일반자전거
6835,"2025-12-14 16:56:57",3864,"2025-12-14 17:02:00",3569,5,1450.0,,,일반자전거
6836,"2025-12-14 16:59:40",500,"2025-12-14 17:04:12",590,4,1000.0,,,일반자전거
6837,"2025-12-14 16:52:15",500,"2025-12-14 17:08:41",3860,16,782.06,1983,M,일반자전거
6838,"2025-12-14 17:04:29",3523,"2025-12-14 17:09:30",3569,5,870.0,2000,M,일반자전거
6839,"2025-12-14 17:04:33",505,"2025-12-14 17:09:52",3569,5,1056.57,1999,,일반자전거
6840,"2025-12-14 17:13:55",500,"2025-12-14 17:17:43",592,3,705.56,,,일반자전거
6841,"2025-12-14 16:56:43",590,"2025-12-14 17:18:50",505,22,1739.75,2003,F,일반자전거
6842,"2025-12-14 17:13:35",3881,"2025-12-14 17:20:03",3569,6,1066.81,,,일반자전거
6843,"2025-12-14 17:18:02",3900,"2025-12-14 17:22:33",3569,4,778.4,,,일반자전거
6844,"2025-12-14 17:16:34",3536,"2025-12-14 17:24:25",3569,7,1315.91,1998,M,일반자전거
6845,"2025-12-14 17:17:45",3501,"2025-12-14 17:27:06",3569,9,1220.0,,,일반자전거
6846,"2025-12-14 17:17:52",3501,"2025-12-14 17:27:11",3569,9,1158.66,,,일반자전거
6847,"2025-12-14 17:24:12",3569,"2025-12-14 17:30:31",3575,6,910.0,1996,,일반자전거
6848,"2025-12-14 17:25:37",3582,"2025-12-14 17:38:33",592,12,1257.55,1999,,일반자전거
6849,"2025-12-14 16:37:45",500,"2025-12-14 17:38:59",590,61,979.38,1995,M,일반자전거
6850,"2025-12-14 17:37:35",3523,"2025-12-14 17:41:50",3569,4,636.49,,F,일반자전거
6851,"2025-12-14 17:39:48",590,"2025-12-14 17:49:35",516,9,1510.0,1995,M,일반자전거
6852,"2025-12-14 17:44:50",3579,"2025-12-14 17:50:37",3860,5,722.4,2002,M,일반자전거
6853,"2025-12-14 17:46:00",590,"2025-12-14 17:50:45",592,4,439.15,2000,M,일반자전거
6854,"2025-12-14 17:47:08",591,"2025-12-14 17:50:56",3504,3,537.02,,,일반자전거
6855,"2025-12-14 17:48:50",3900,"2025-12-14 17:51:51",3569,3,620.68,,M,일반자전거
6856,"2025-12-14 17:46:35",3900,"2025-12-14 17:51:52",505,5,296.65,,,일반자전거
6857,"2025-12-14 17:04:54",4110,"2025-12-14 17:56:09",3523,51,9264.69,1997,,일반자전거
6858,"2025-12-14 17:49:02",593,"2025-12-14 18:00:30",590,11,1337.06,2002,M,일반자전거
6859,"2025-12-14 17:05:23",590,"2025-12-14 18:07:09",590,61,3470.89,1998,,일반자전거
6860,"2025-12-14 18:02:04",505,"2025-12-14 18:08:54",3569,6,978.11,2000,F,일반자전거
6861,"2025-12-14 18:04:47",590,"2025-12-14 18:23:33",3860,18,850.0,,,일반자전거
6862,"2025-12-14 18:22:02",5155,"2025-12-14 18:26:35",3860,4,776.16,2000,,일반자전거
6863,"2025-12-14 18:22:29",5155,"2025-12-14 18:28:42",3569,6,1417.9,2006,M,일반자전거
6864,"2025-12-14 18:31:37",592,"2025-12-14 18:34:59",500,3,603.52,2001,M,일반자전거
6865,"2025-12-14 18:28:49",573,"2025-12-14 18:35:58",3860,7,869.63,1992,,일반자전거
6866,"2025-12-14 18:28:36",573,"2025-12-14 18:36:02",3860,7,924.8,1992,F,일반자전거
6867,"2025-12-14 18:37:35",500,"2025-12-14 18:43:02",590,5,842.76,1995,M,일반자전거
6868,"2025-12-14 18:39:56",592,"2025-12-14 18:44:17",500,4,461.56,,,일반자전거
6869,"2025-12-14 18:39:46",3860,"2025-12-14 18:54:49",3502,15,2834.76,2000,,일반자전거
6870,"2025-12-14 18:53:52",3864,"2025-12-14 18:57:43",3860,3,582.72,2000,M,일반자전거
6871,"2025-12-14 18:56:41",3569,"2025-12-14 18:58:34",3504,1,428.84,1967,,일반자전거
6872,"2025-12-14 18:49:35",551,"2025-12-14 19:00:32",3569,10,1891.48,1970,,일반자전거
6873,"2025-12-14 18:28:35",3569,"2025-12-14 19:01:25",3881,32,1876.28,1975,M,일반자전거
6874,"2025-12-14 19:00:09",592,"2025-12-14 19:03:37",3569,3,636.49,,M,일반자전거
6875,"2025-12-14 19:03:36",592,"2025-12-14 19:10:34",3501,6,543.28,2003,M,일반자전거
6876,"2025-12-14 18:30:03",584,"2025-12-14 19:17:36",3569,47,2004.22,2000,M,일반자전거
6877,"2025-12-14 19:28:56",591,"2025-12-14 19:35:28",3864,6,88.16,,,일반자전거
6878,"2025-12-14 19:34:57",3566,"2025-12-14 19:40:42",3569,5,860.31,1993,,일반자전거
6879,"2025-12-14 19:34:46",592,"2025-12-14 19:45:43",3586,10,1822.0,2005,M,일반자전거
6880,"2025-12-14 19:42:42",3890,"2025-12-14 19:47:15",3900,4,591.9,1997,M,일반자전거
6881,"2025-12-14 19:52:08",3864,"2025-12-14 19:56:03",3860,3,88.16,1994,F,일반자전거
6882,"2025-12-14 19:24:07",3523,"2025-12-14 20:04:37",3582,40,1170.9,2003,F,일반자전거
6883,"2025-12-14 20:04:20",3864,"2025-12-14 20:08:52",3860,4,650.0,,,일반자전거
6884,"2025-12-14 20:04:26",3566,"2025-12-14 20:09:19",3900,4,709.55,2002,,일반자전거
6885,"2025-12-14 20:17:58",3504,"2025-12-14 20:20:27",3569,2,406.43,1996,M,일반자전거
6886,"2025-12-14 20:22:32",3900,"2025-12-14 20:26:26",500,3,833.59,2002,F,일반자전거
6887,"2025-12-14 19:33:19",500,"2025-12-14 20:28:05",3569,54,1133.95,1995,M,일반자전거
6888,"2025-12-14 18:55:59",3890,"2025-12-14 20:40:52",3569,104,2134.16,1976,M,일반자전거
6889,"2025-12-14 20:36:44",592,"2025-12-14 20:41:06",500,4,381.13,,,일반자전거
6890,"2025-12-14 20:44:40",549,"2025-12-14 20:54:32",3860,9,1686.18,,,일반자전거
6891,"2025-12-14 20:46:15",590,"2025-12-14 21:07:19",5155,21,1748.15,2003,F,일반자전거
6892,"2025-12-14 21:05:12",3865,"2025-12-14 21:11:43",590,6,810.0,,F,일반자전거
6893,"2025-12-14 20:55:13",3860,"2025-12-14 21:22:41",593,27,2412.44,1974,M,일반자전거
6894,"2025-12-14 21:14:58",3569,"2025-12-14 21:23:09",548,8,1287.5,1996,,일반자전거
6895,"2025-12-14 21:01:04",3569,"2025-12-14 21:24:42",549,23,2890.0,,,일반자전거
6896,"2025-12-14 21:20:45",3900,"2025-12-14 21:25:18",500,4,793.11,,,일반자전거
6897,"2025-12-14 21:19:18",5155,"2025-12-14 21:27:22",3860,8,1101.73,1993,M,일반자전거
6898,"2025-12-14 21:21:59",3881,"2025-12-14 21:27:24",590,5,825.93,,,일반자전거
6899,"2025-12-14 21:22:07",3860,"2025-12-14 21:27:24",3504,5,1045.84,1993,F,일반자전거
6900,"2025-12-14 21:33:33",3900,"2025-12-14 21:38:07",500,4,790.01,2000,,일반자전거
6901,"2025-12-14 21:32:35",3900,"2025-12-14 21:38:17",500,5,856.57,2000,,일반자전거
6902,"2025-12-14 19:40:49",3569,"2025-12-14 21:39:37",3569,118,2121.64,1991,M,일반자전거
6903,"2025-12-14 19:43:05",3569,"2025-12-14 21:39:41",3569,116,1592.64,1991,F,일반자전거
6904,"2025-12-14 21:36:45",500,"2025-12-14 21:42:10",3900,5,921.76,2002,F,일반자전거
6905,"2025-12-14 21:41:29",590,"2025-12-14 21:47:08",500,5,350.36,1995,M,일반자전거
6906,"2025-12-14 21:40:53",508,"2025-12-14 21:50:53",3860,10,1606.2,1994,M,일반자전거
6907,"2025-12-14 21:51:05",592,"2025-12-14 21:55:59",3575,4,756.25,2001,M,일반자전거
6908,"2025-12-14 21:51:35",3900,"2025-12-14 21:57:20",3533,5,903.24,1999,M,일반자전거
6909,"2025-12-14 21:59:53",573,"2025-12-14 22:08:34",590,8,1551.79,1998,F,일반자전거
6910,"2025-12-14 22:13:04",3881,"2025-12-14 22:19:56",3569,6,794.85,,,일반자전거
6911,"2025-12-14 22:14:30",540,"2025-12-14 22:27:15",3900,12,2070.43,,,일반자전거
6912,"2025-12-14 22:25:30",3860,"2025-12-14 22:32:18",3579,6,895.42,1998,,일반자전거
6913,"2025-12-14 22:26:34",590,"2025-12-14 22:37:03",3868,10,1548.32,2002,M,일반자전거
6914,"2025-12-14 22:29:16",590,"2025-12-14 22:38:16",3868,9,1246.05,1998,,일반자전거
6915,"2025-12-14 22:30:39",590,"2025-12-14 22:50:50",505,20,1302.58,2003,F,일반자전거
6916,"2025-12-14 22:47:23",3569,"2025-12-14 22:52:46",505,5,999.72,1995,,일반자전거
6917,"2025-12-14 22:55:11",3523,"2025-12-14 22:58:27",3860,3,663.28,2003,M,일반자전거
6918,"2025-12-14 22:57:44",3569,"2025-12-14 23:02:00",3575,4,548.34,1998,M,일반자전거
6919,"2025-12-14 23:09:25",3569,"2025-12-14 23:14:12",592,4,527.17,2003,F,일반자전거
6920,"2025-12-14 22:12:02",3569,"2025-12-14 23:15:59",575,63,4948.97,,,일반자전거
6921,"2025-12-14 22:10:22",3569,"2025-12-14 23:16:02",575,65,4996.12,,,일반자전거
6922,"2025-12-14 22:13:20",3569,"2025-12-14 23:16:14",575,62,4190.0,2007,M,일반자전거
6923,"2025-12-14 22:12:25",3569,"2025-12-14 23:17:20",575,64,4969.77,,,일반자전거
6924,"2025-12-14 22:15:30",3569,"2025-12-14 23:17:27",575,61,4729.68,,,일반자전거
6925,"2025-12-14 23:29:08",505,"2025-12-14 23:33:54",3569,4,890.0,,,일반자전거
6926,"2025-12-14 23:28:29",505,"2025-12-14 23:33:59",3569,5,892.13,,,일반자전거
6927,"2025-12-14 23:38:43",3900,"2025-12-14 23:42:43",3890,4,683.96,1997,M,일반자전거
6928,"2025-12-14 23:38:43",592,"2025-12-14 23:49:50",574,11,1490.35,2002,M,일반자전거
6929,"2025-12-14 23:45:20",3575,"2025-12-14 23:51:55",3569,6,1144.74,2000,M,일반자전거
6930,"2025-12-14 23:48:26",590,"2025-12-14 23:54:01",3881,5,850.45,1999,,일반자전거
6931,"2025-12-14 23:58:36",500,"2025-12-15 00:01:42",592,3,664.69,,,일반자전거
6932,"2025-12-14 23:53:25",592,"2025-12-15 00:01:54",3582,8,837.23,1999,,일반자전거
6933,"2025-12-14 23:58:28",590,"2025-12-15 00:02:31",3534,4,176.34,,,일반자전거
6934,"2025-12-14 23:51:29",3860,"2025-12-15 00:05:49",592,14,2622.68,2003,F,일반자전거
6935,"2025-12-14 23:44:07",3569,"2025-12-15 00:43:03",3542,58,2301.67,1999,M,일반자전거
6936,"2025-12-15 00:04:10",3860,"2025-12-15 00:12:59",3864,8,649.27,2003,M,일반자전거
6937,"2025-12-15 00:06:36",577,"2025-12-15 00:23:05",3569,16,3379.01,1999,M,일반자전거
6938,"2025-12-15 00:18:56",3569,"2025-12-15 00:24:09",505,5,978.11,2004,,일반자전거
6939,"2025-12-15 00:23:30",3504,"2025-12-15 00:28:46",591,5,819.69,1999,,일반자전거
6940,"2025-12-15 00:22:17",3501,"2025-12-15 00:29:08",3569,6,1269.86,1978,,일반자전거
6941,"2025-12-15 00:18:54",3569,"2025-12-15 00:33:24",549,14,3180.22,2003,M,일반자전거
6942,"2025-12-15 00:34:30",3569,"2025-12-15 00:50:14",3586,15,2296.69,,,일반자전거
